PROVIDERID,ProviderName,INTAKEID,YEAR,COMMENCEMENTDATE,ENDDATE,ORIENTATIONDATE,APPLICATIONDEADLINE,ISOPEN,TENTATIVE
SN_P_0008,La Trobe University,SN_I_0738,2026,1/27/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0739,2026,2/2/2026,4/17/2026,4/17/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0740,2026,2/2/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0741,2026,2/9/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0742,2026,2/23/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0743,2026,3/2/2026,4/16/2026,4/16/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0744,2026,3/2/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0745,2026,5/4/2026,6/12/2026,6/12/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0746,2026,5/18/2026,8/16/2026,8/16/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0747,2026,6/8/2026,7/17/2026,7/17/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0748,2026,7/1/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0749,2026,7/6/2026,10/9/2026,10/9/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0750,2026,7/13/2026,8/21/2026,8/21/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0751,2026,7/13/2026,10/9/2026,10/9/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0752,2026,9/7/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0753,2026,9/7/2026,10/16/2026,10/16/2026,,YES,NO
SN_P_0008,La Trobe University,SN_I_0754,2026,11/2/2026,2/5/2027,2/5/2027,,YES,NO
SN_P_0008,La Trobe University,SN_I_0755,2026,11/2/2026,12/11/2026,12/11/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0756,2026,1/5/2026,2/6/2026,2/6/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0757,2026,1/12/2026,3/29/2026,3/29/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0758,2026,1/19/2026,2/13/2026,2/13/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0759,2026,2/16/2026,3/20/2026,3/20/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0760,2026,2/16/2026,4/10/2026,4/10/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0761,2026,2/23/2026,5/1/2026,5/1/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0762,2026,2/23/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0763,2026,2/23/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0764,2026,3/23/2026,4/24/2026,4/24/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0765,2026,4/6/2026,6/21/2026,6/21/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0766,2026,4/13/2026,6/5/2026,6/5/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0767,2026,5/4/2026,6/5/2026,6/5/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0768,2026,5/11/2026,7/10/2026,7/10/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0769,2026,6/8/2026,7/24/2026,7/24/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0770,2026,6/9/2026,7/10/2026,7/10/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0771,2026,6/22/2026,7/17/2026,7/17/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0772,2026,6/29/2026,9/13/2026,9/13/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0773,2026,7/13/2026,7/24/2026,7/24/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0774,2026,7/20/2026,8/21/2026,8/21/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0775,2026,7/27/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0776,2026,7/27/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0777,2026,8/3/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0778,2026,8/24/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0779,2026,9/21/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0780,2026,10/5/2026,11/27/2026,11/27/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0781,2026,10/6/2026,11/6/2026,11/6/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0782,2026,10/6/2026,12/4/2026,12/4/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0783,2026,11/16/2026,12/18/2026,12/18/2026,,YES,NO
SN_P_0001,Macquarie University,SN_I_0784,2026,12/7/2026,2/5/2027,2/5/2027,,YES,NO
SN_P_0001,Macquarie University,SN_I_0785,2026,12/14/2026,2/12/2027,2/12/2027,,YES,NO
SN_P_0001,Macquarie University,SN_I_0786,2026,12/14/2026,6/30/2027,6/30/2027,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0787,2026,1/5/2026,2/6/2026,2/6/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0788,2026,1/12/2026,12/31/2026,12/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0789,2026,2/9/2026,3/13/2026,3/13/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0790,2026,2/23/2026,6/19/2026,6/19/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0791,2026,2/23/2026,7/31/2026,7/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0792,2026,2/23/2026,5/29/2026,5/29/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0793,2026,2/23/2026,7/31/2026,7/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0794,2026,2/23/2026,7/31/2026,7/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0795,2026,3/16/2026,4/17/2026,4/17/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0796,2026,4/27/2026,5/29/2026,5/29/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0797,2026,6/1/2026,7/3/2026,7/3/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0798,2026,6/15/2026,9/18/2026,9/18/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0799,2026,7/13/2026,6/30/2027,6/30/2027,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0800,2026,7/20/2026,8/21/2026,8/21/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0801,2026,7/20/2026,12/31/2026,12/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0802,2026,7/29/2026,12/31/2026,12/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0803,2026,8/10/2026,12/4/2026,12/4/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0804,2026,8/10/2026,12/31/2026,12/31/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0805,2026,8/24/2026,9/25/2026,9/25/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0806,2026,10/6/2026,11/6/2026,11/6/2026,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0807,2026,10/12/2026,1/29/2027,1/29/2027,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_0808,2026,11/9/2026,12/11/2026,12/11/2026,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_0809,2026,3/2/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_0810,2026,3/2/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_0811,2026,6/29/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_0812,2026,6/29/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_0813,2026,10/26/2026,1/29/2027,1/29/2027,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_0814,2026,10/26/2026,1/29/2027,1/29/2027,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0815,2026,1/1/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0816,2026,1/5/2026,2/8/2026,2/8/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0817,2026,1/12/2026,5/17/2026,5/17/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0818,2026,1/19/2026,3/29/2026,3/29/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0819,2026,1/19/2026,3/29/2026,3/29/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0820,2026,2/2/2026,6/7/2026,6/7/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0821,2026,2/9/2026,3/15/2026,3/15/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0822,2026,2/16/2026,6/7/2026,6/7/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0823,2026,2/16/2026,5/10/2026,5/10/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0824,2026,2/16/2026,5/10/2026,5/10/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0825,2026,3/9/2026,7/12/2026,7/12/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0826,2026,3/16/2026,4/19/2026,4/19/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0827,2026,3/30/2026,5/10/2026,5/10/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0828,2026,4/6/2026,8/9/2026,8/9/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0829,2026,4/13/2026,6/21/2026,6/21/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0830,2026,4/13/2026,6/21/2026,6/21/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0831,2026,4/20/2026,5/24/2026,5/24/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0832,2026,5/4/2026,9/6/2026,9/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0833,2026,5/25/2026,6/28/2026,6/28/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0834,2026,6/1/2026,8/23/2026,8/23/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0835,2026,6/1/2026,8/23/2026,8/23/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0836,2026,6/8/2026,10/11/2026,10/11/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0837,2026,6/15/2026,10/4/2026,10/4/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0838,2026,6/29/2026,11/1/2026,11/1/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0839,2026,6/29/2026,8/2/2026,8/2/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0840,2026,7/6/2026,9/13/2026,9/13/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0841,2026,7/6/2026,9/13/2026,9/13/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0842,2026,7/13/2026,8/23/2026,8/23/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0843,2026,8/3/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0844,2026,8/3/2026,9/6/2026,9/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0845,2026,8/31/2026,1/17/2027,1/17/2027,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0846,2026,9/7/2026,10/11/2026,10/11/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0847,2026,9/14/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0848,2026,9/14/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0849,2026,9/28/2026,2/14/2027,2/14/2027,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0850,2026,9/28/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0851,2026,9/28/2026,12/6/2026,12/6/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0852,2026,10/12/2026,2/7/2027,2/7/2027,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0853,2026,10/12/2026,11/15/2026,11/15/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0854,2026,11/2/2026,3/21/2027,3/21/2027,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0855,2026,11/2/2026,2/7/2027,2/7/2027,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0856,2026,11/16/2026,12/20/2026,12/20/2026,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_0857,2026,11/23/2026,4/11/2027,4/11/2027,,YES,NO
,University of Adelaide,SN_I_0858,2026,1/5/2026,2/5/2026,2/5/2026,,YES,NO
,University of Adelaide,SN_I_0859,2026,1/5/2026,2/6/2026,2/6/2026,,YES,NO
,University of Adelaide,SN_I_0860,2026,1/5/2026,2/27/2026,2/27/2026,,YES,NO
,University of Adelaide,SN_I_0861,2026,1/27/2026,5/15/2026,5/15/2026,,YES,NO
,University of Adelaide,SN_I_0862,2026,2/16/2026,3/20/2026,3/20/2026,,YES,NO
,University of Adelaide,SN_I_0863,2026,3/2/2026,7/25/2026,7/25/2026,,YES,NO
,University of Adelaide,SN_I_0864,2026,3/23/2026,4/24/2026,4/24/2026,,YES,NO
,University of Adelaide,SN_I_0865,2026,5/4/2026,6/5/2026,6/5/2026,,YES,NO
,University of Adelaide,SN_I_0866,2026,5/25/2026,8/29/2026,8/29/2026,,YES,NO
,University of Adelaide,SN_I_0867,2026,6/9/2026,7/10/2026,7/10/2026,,YES,NO
,University of Adelaide,SN_I_0868,2026,6/29/2026,7/24/2026,7/24/2026,,YES,NO
,University of Adelaide,SN_I_0869,2026,7/13/2026,9/25/2026,9/25/2026,,YES,NO
,University of Adelaide,SN_I_0870,2026,7/20/2026,8/21/2026,8/21/2026,,YES,NO
,University of Adelaide,SN_I_0871,2026,7/27/2026,12/15/2026,12/15/2026,,YES,NO
,University of Adelaide,SN_I_0872,2026,8/24/2026,9/25/2026,9/25/2026,,YES,NO
,University of Adelaide,SN_I_0873,2026,8/31/2026,10/2/2026,10/2/2026,,YES,NO
,University of Adelaide,SN_I_0874,2026,9/7/2026,12/19/2026,12/19/2026,,YES,NO
,University of Adelaide,SN_I_0875,2026,10/6/2026,11/6/2026,11/6/2026,,YES,NO
,University of Adelaide,SN_I_0876,2026,11/16/2026,12/18/2026,12/18/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0877,2026,1/5/2026,2/6/2026,2/6/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0878,2026,1/5/2026,4/24/2026,4/24/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0879,2026,1/19/2026,3/8/2026,3/8/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0880,2026,1/27/2026,3/20/2026,3/20/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0881,2026,2/2/2026,5/22/2026,5/22/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0882,2026,2/16/2026,3/20/2026,3/20/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0883,2026,2/16/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0884,2026,3/2/2026,4/17/2026,4/17/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0885,2026,3/2/2026,6/5/2026,6/5/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0886,2026,3/16/2026,5/3/2026,5/3/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0887,2026,3/23/2026,4/24/2026,4/24/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0888,2026,3/30/2026,5/15/2026,5/15/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0889,2026,5/4/2026,6/5/2026,6/5/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0890,2026,5/11/2026,6/26/2026,6/26/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0891,2026,5/11/2026,6/28/2026,6/28/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0892,2026,6/2/2026,7/24/2026,7/24/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0893,2026,6/8/2026,7/24/2026,7/24/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0894,2026,6/9/2026,7/10/2026,7/10/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0895,2026,6/29/2026,10/2/2026,10/2/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0896,2026,7/6/2026,8/23/2026,8/23/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0897,2026,7/20/2026,8/21/2026,8/21/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0898,2026,7/20/2026,9/4/2026,9/4/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0899,2026,8/3/2026,9/18/2026,9/18/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0900,2026,8/10/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0901,2026,8/14/2026,11/10/2026,11/10/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0902,2026,8/24/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0903,2026,8/31/2026,10/18/2026,10/18/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0904,2026,9/28/2026,11/13/2026,11/13/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0905,2026,9/28/2026,11/20/2026,11/20/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0906,2026,10/6/2026,11/6/2026,11/6/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0907,2026,10/6/2026,1/29/2027,1/29/2027,,YES,NO
SN_P_0014,University of Canberra,SN_I_0908,2026,10/26/2026,1/29/2027,1/29/2027,,YES,NO
SN_P_0014,University of Canberra,SN_I_0909,2026,10/26/2026,12/13/2026,12/13/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0910,2026,11/13/2026,12/15/2026,12/15/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0911,2026,11/16/2026,12/18/2026,12/18/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0912,2026,11/24/2026,1/23/2026,1/23/2026,,YES,NO
SN_P_0014,University of Canberra,SN_I_0913,2026,11/30/2026,1/29/2027,1/29/2027,,YES,NO
,"University of Canberra, Sydney Hills",SN_I_0914,2026,2/2/2026,6/30/2026,6/30/2026,,YES,NO
,"University of Canberra, Sydney Hills",SN_I_0915,2026,7/27/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0916,2026,1/1/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0917,2026,1/2/2026,2/15/2026,2/15/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0918,2026,1/2/2026,2/26/2026,2/26/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0919,2026,1/5/2026,2/6/2026,2/6/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0920,2026,1/19/2026,6/21/2026,6/21/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0921,2026,1/26/2026,4/25/2026,4/25/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0922,2026,1/30/2026,7/16/2026,7/16/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0923,2026,2/2/2026,6/14/2026,6/14/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0924,2026,2/2/2026,4/24/2026,4/24/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0925,2026,2/10/2026,3/13/2026,3/13/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0926,2026,2/23/2026,5/24/2026,5/24/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0927,2026,2/23/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0928,2026,2/23/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0929,2026,3/16/2026,4/24/2026,4/24/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0930,2026,4/27/2026,5/29/2026,5/29/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0931,2026,5/18/2026,6/28/2026,6/28/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0932,2026,5/18/2026,8/15/2026,8/15/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0933,2026,5/25/2026,7/5/2026,7/5/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0934,2026,6/1/2026,7/3/2026,7/3/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0935,2026,6/15/2026,7/5/2026,7/5/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0936,2026,6/15/2026,11/22/2026,11/22/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0937,2026,6/22/2026,11/29/2026,11/29/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0938,2026,6/22/2026,9/18/2026,9/18/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0939,2026,7/1/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0940,2026,7/6/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0941,2026,7/13/2026,8/14/2026,8/14/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0942,2026,8/17/2026,9/18/2026,9/18/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0943,2026,9/7/2026,12/5/2026,12/5/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0944,2026,9/28/2026,10/30/2026,10/30/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0945,2026,10/12/2026,12/27/2026,12/27/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0946,2026,10/12/2026,1/22/2027,1/22/2027,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0947,2026,11/2/2026,1/3/2027,1/3/2027,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0948,2026,11/2/2026,12/4/2026,12/4/2026,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_0949,2026,11/9/2026,2/7/2027,2/7/2027,,YES,NO
,"University of Tasmania, Melbourne and Sydney Study Centres",SN_I_0950,2026,2/23/2026,6/30/2026,6/30/2026,,YES,NO
,"University of Tasmania, Melbourne and Sydney Study Centres",SN_I_0951,2026,7/20/2026,12/30/2026,12/30/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0952,2026,1/27/2026,2/20/2026,2/20/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0953,2026,2/2/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0954,2026,2/2/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0955,2026,2/9/2026,6/30/2026,6/30/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0956,2026,2/23/2026,5/22/2026,5/22/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0957,2026,2/25/2026,5/22/2026,5/22/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0958,2026,2/26/2026,5/8/2026,5/8/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0959,2026,5/7/2026,7/17/2026,7/17/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0960,2026,6/9/2026,9/4/2026,9/4/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0961,2026,6/10/2026,9/4/2026,9/4/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0962,2026,7/16/2026,9/25/2026,9/25/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0963,2026,7/20/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0964,2026,7/20/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0965,2026,7/20/2026,12/31/2026,12/31/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0966,2026,9/21/2026,12/18/2026,12/18/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0967,2026,9/23/2026,12/18/2026,12/18/2026,,YES,NO
SN_P_0020,UTS College,SN_I_0968,2026,9/24/2026,12/4/2026,12/4/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0969,2026,2/16/2026,3/13/2026,3/13/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0970,2026,2/16/2026,4/17/2026,4/17/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0971,2026,3/16/2026,4/17/2026,4/17/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0972,2026,4/27/2026,5/22/2026,5/22/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0973,2026,4/27/2026,6/19/2026,6/19/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0974,2026,5/25/2026,6/19/2026,6/19/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0975,2026,6/29/2026,7/24/2026,7/24/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0976,2026,7/27/2026,9/18/2026,9/18/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0977,2026,7/27/2026,8/21/2026,8/21/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0978,2026,8/24/2026,9/18/2026,9/18/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0979,2026,9/28/2026,11/20/2026,11/20/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0980,2026,9/28/2026,10/23/2026,10/23/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0981,2026,10/26/2026,11/20/2026,11/20/2026,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0982,2026,11/23/2026,5/2/2027,5/2/2027,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_0983,2026,12/1/2026,6/2/2026,6/2/2026,,YES,NO
SN_P_0021,Western Sydney University,SN_I_0984,2026,1/3/2026,4/30/2026,4/30/2026,,YES,NO
SN_P_0021,Western Sydney University,SN_I_0985,2026,1/5/2026,7/17/2026,7/17/2026,,YES,NO
SN_P_0021,Western Sydney University,SN_I_0986,2026,1/5/2026,3/21/2026,3/21/2026,,YES,NO
